id|name|description|area|type|tier_icon|client_sort_id
408|Reach a Prayer Bonus of 15|Equip enough item to reach a Prayer bonus of 15 or more.|Global|Combat|2318|273
411|Kourend and Kebos Medium Diary Tasks|Complete all tasks in the medium tier of the Kourend and Kebos achievement diary.|Kourend & Kebos|Achievement|2318|274
415|Open 10 Grubby Chests|Open the grubby chest in the Forthos Dungeon 10 times.|Kourend & Kebos|Other|2318|275
416|Open 25 Grubby Chests|Open the grubby chest in the Forthos Dungeon 25 times.|Kourend & Kebos|Other|2318|276
417|Open 50 Grubby Chests|Open the grubby chest in the Forthos Dungeon 50 times.|Kourend & Kebos|Other|2318|277
423|Steal 25 Artefacts|Steal 25 artefacts for Captain Khaled in Piscarilius.|Kourend & Kebos|Skill|2318|278
424|Steal 50 Artefacts|Steal 50 artefacts for Captain Khaled in Piscarilius.|Kourend & Kebos|Skill|2318|279
425|Steal 100 Artefacts|Steal 100 artefacts for Captain Khaled in Piscarilius.|Kourend & Kebos|Skill|2318|280
433|Turn in 250 Library Books|Find and turn in 250 books in the Arceuus Library.|Kourend & Kebos|Other|2318|281
480|Equip Tier 5 Shayzien Armour|Equip a full set of tier 5 Shayzien armour.|Kourend & Kebos|Other|2318|282
482|Equip Xeric's Talisman|Obtain and equip Xeric's talisman.|Kourend & Kebos|Combat|2318|283
484|Obtain the Temple Key|Obtain the Temple key in the Forthos Dungeon.|Kourend & Kebos|Other|2318|284
485|Purchase Gricoller's Can|Purchase Gricoller's can from the Tithe Farm minigame.|Kourend & Kebos|Minigame|2318|285
486|Purchase a Seed Box|Purchase a Seed box from the Tithe Farm minigame.|Kourend & Kebos|Minigame|2318|286
490|Equip a Pearl Fishing Rod|Equip a Pearl fishing rod, purchased from Alry on Molch Island.|Kourend & Kebos|Other|2318|287
491|Equip a Pearl Barbarian Rod|Equip a Pearl barbarian rod, purchased from Alry on Molch Island.|Kourend & Kebos|Other|2318|288
494|Bury Some Wyvern or Dragon Bones|Bury either some Wyvern Bones or some Dragon Bones.|Global|Combat|2318|289
582|Pickpocket a Guard|Pickpocket a Guard.|Global|Skill|2318|290
583|Obtain 800 Coins From Coin Pouches At Once|Open a stack of Coin Pouches and obtain at least 800 Coins.|Global|Skill|2318|291
584|Pickpocket a Ranarr Seed|Pickpocket a Ranarr Seed from a Master Farmer.|Global|Skill|2318|292
589|Harvest an Irit Leaf|Harvest an Irit Leaf from any Herb patch.|Global|Skill|2318|293
590|Fill a Bucket With Supercompost|Fill a Bucket with Supercompost from a Compost Bin.|Global|Skill|2318|294
591|Check a grown Fruit Tree|Check the health of any Fruit Tree you've grown.|Global|Skill|2318|295
598|Chop 100 Willow Logs|Chop 100 Willow Logs from Willow Trees.|Global|Skill|2318|296
599|Chop Some Logs With a Rune Axe|Chop any kind of logs using a Rune Axe.|Global|Skill|2318|297
600|Build a Waka Canoe|Build a Waka Canoe.|Global|Skill|2318|298
605|Ferment 100 Jugs of Wine|Successfully ferment 100 Jugs of Wine.|Global|Skill|2318|299
606|Cook 100 Lobsters|Cook 100 Raw Lobsters.|Global|Skill|2318|300
607|Make a Pineapple Pizza|Make a Pineapple Pizza.|Global|Skill|2318|301
612|Mine 50 Iron Ore|Mine 50 Iron Ore.|Global|Skill|2318|302
613|Mine some Ore With a Rune Pickaxe|Mine any ore using a Rune Pickaxe.|Global|Skill|2318|303
614|Obtain a Clue Geode While Mining|Obtain any kind of clue geode whilst mining a rock.|Global|Skill|2318|304
619|Fletch a Willow Shortbow|Fletch a Willow Shortbow.|Global|Skill|2318|305
620|Create a Mithril Grapple|Create a Mithril Grapple.|Global|Skill|2318|306
621|Fletch some Broad Arrows or Bolts|Fletch either some Broad Arrows or some Broad Bolts.|Global|Skill|2318|307
627|Unlock Bigger and Badder|Purchase the Bigger and Badder unlock from the Slayer Rewards Shop.|Global|Combat|2318|308
628|Slay 250 Creatures|Slay 250 creatures whilst on a Slayer Task.|Global|Combat|2318|309
630|Defeat a Superior Slayer Creature|Defeat any Superior Slayer Creature.|Global|Combat|2318|310
642|Craft 100 Unpowered Orbs|Craft 100 Unpowered Orbs.|Global|Skill|2318|311
643|Craft an Emerald Ring|Craft an Emerald Ring.|Global|Skill|2318|312
644|Craft a Ruby Amulet|Craft a Ruby Amulet.|Global|Skill|2318|313
651|Catch 100 Lobsters|Catch 100 Raw Lobsters whilst Fishing.|Global|Skill|2318|314
652|Catch 50 Swordfish|Catch 50 Raw Swordfish whilst Fishing.|Global|Skill|2318|315
653|Catch 50 Salmon|Catch 50 Raw Salmon whilst Fishing.|Global|Skill|2318|316
658|Smith 1,000 Mithril Dart Tips|Use an Anvil to smith 1,000 Mithril Dart Tips.|Kharidian Desert|Skill|2318|317
659|Smith a Steel Platebody|Use an Anvil to smith a Steel Platebody.|Global|Skill|2318|318
660|Smelt a Steel Bar|Use a Furnace to smelt a Steel Bar.|Global|Skill|2318|319
667|Build a Mahogany Portal|Build a Mahogany Portal in a Portal Chamber in your Player Owned House.|Global|Skill|2318|320
668|Build an Oak Larder|Build an Oak Larder in a Kitchen in your Player Owned House.|Global|Skill|2318|321
669|Fill a Medium S.T.A.S.H. Unit|Build a Medium S.T.A.S.H. unit and fill it with the relevant items.|Global|Skill|2318|322
675|Craft 200 Essence Into Runes|Use Runecrafting Altars to craft 200 essence into runes of any type.|Global|Skill|2318|323
676|Craft 4 Runes With 1 Essence|Use a Runecrafting Altar to craft 4 of any type of rune using a single essence.|Global|Skill|2318|324
677|Craft Any Combination Rune|Use a Runecrafting Altar to craft any type of combination rune.|Global|Skill|2318|325
682|Burn 100 Willow Logs|Burn 100 Willow Logs.|Global|Skill|2318|326
683|Equip a Harpie Bug Lantern|Equip a Harpie Bug Lantern.|Global|Skill|2318|327
684|Light a Bullseye Lantern|Light a Bullseye Lantern.|Global|Skill|2318|328
689|Equip full Graahk, Larupia or Kyatt|Equip a full set of Graahk, Larupia or Kyatt attire.|Global|Skill|2318|329
690|Catch a Swamp Lizard or Salamander|Catch either a Swamp Lizard or any kind of Salamander.|Global|Skill|2318|330
691|Catch a Butterfly|Catch any butterfly.|Global|Skill|2318|331
695|Use the Protect from Melee Prayer|Use the Protect from Melee prayer.|Global|Combat|2318|332
697|Complete 50 Laps of a Rooftop Agility Course|Complete 50 laps of any Rooftop Agility Course.|Global|Skill|2318|333
702|Make 30 Prayer Potions|Make 30 Prayer Potions.|Global|Skill|2318|334
703|Clean a Grimy Avantoe|Clean a Grimy Avantoe.|Global|Skill|2318|335
704|Make a 4 dose potion|Make any 4 dose potion using an Amulet of Chemistry or the Mixologist fragment.|Global|Skill|2318|336
718|Perform a Special Attack|Perform any special attack.|Global|Combat|2318|337
721|Equip an Adamant Weapon|Equip any Adamant weapon.|Global|Combat|2318|338
722|Equip a Rune Weapon|Equip any Rune weapon.|Global|Combat|2318|339
726|Equip a Full Adamant Set|Equip an Adamant Platebody, a Adamant Full Helm and either some Adamant Platelegs or an Adamant Plateskirt.|Global|Combat|2318|340
727|Equip a Full Rune Set|Equip a Rune Platebody, a Rune Full Helm and either some Rune Platelegs or a Rune Plateskirt.|Global|Combat|2318|341
730|Equip a Full Green Dragonhide Set|Equip a Green Dragonhide Body, some Green Dragonhide Chaps and some Green Dragonhide Vambraces.|Global|Combat|2318|342
731|Equip a Full Blue Dragonhide Set|Equip a Blue Dragonhide Body, some Blue Dragonhide Chaps and some Blue Dragonhide Vambraces.|Global|Combat|2318|343
732|Equip a Full Red Dragonhide Set|Equip a Red Dragonhide Body, some Red Dragonhide Chaps and some Red Dragonhide Vambraces.|Global|Combat|2318|344
735|Equip a Yew Shortbow|Equip a Yew Shortbow.|Global|Combat|2318|345
740|Teleport Using Law Runes|Cast any teleport spell that uses Law Runes.|Global|Skill|2318|346
741|Equip an Elemental Battlestaff or Mystic Staff|Equip either an elemental battlestaff or an elemental mystic staff.|Global|Combat|2318|347
742|Cast a Blast Spell|Cast any blast spell.|Global|Combat|2318|348
743|Cast High Level Alchemy|Cast the High Level Alchemy spell.|Global|Skill|2318|349
747|Dismantle 20 Filled Bird Houses|Dismantle 20 filled Bird Houses on Fossil Island.|Misthalin|Skill|2318|350
749|Set up a Yew Bird House|Set up a Yew Bird House on Fossil Island.|Misthalin|Skill|2318|351
754|Catch 50 Implings in Puro-Puro|Catch 50 Implings in Puro-Puro.|Misthalin|Minigame|2318|352
756|Complete a Volcanic Mine Game|Complete a Volcanic Mine game on Fossil Island.|Misthalin|Minigame|2318|353
760|Enter the Cooks' Guild|Enter the Cooks' Guild west of Varrock.|Misthalin|Skill|2318|354
764|Pickpocket a Varrock Guard|Pickpocket any Varrock Guard.|Misthalin|Skill|2318|355
767|Pickpocket a Bullseye Lantern From a Cave Goblin|Pickpocket a Bullseye Lantern from a Cave Goblin.|Asgarnia|Skill|2318|356
769|Complete 30 Laps of the Draynor Agility Course|Complete 30 laps of the Draynor Rooftop Agility Course.|Misthalin|Skill|2318|357
772|Craft 50 Cosmic Runes|Craft 50 Cosmic Runes from Essence at the Cosmic Altar from Essence.|Misthalin|Skill|2318|358
773|Use Enriched Bones on the Strange Machine|Use Enriched Bones on the Strange Machine on Fossil Island.|Misthalin|Skill|2318|359
774|Chop a Sulliuscep Cap|Chop a Sulliuscep Cap on Fossil Island.|Misthalin|Skill|2318|360
776|Defeat a Fossil Island Wyvern|Defeat any type of Wyvern on Fossil Island.|Misthalin|Combat|2318|361
780|Defeat a Wall Beast|Defeat a Wall Beast in the Lumbridge Swamp Caves.|Misthalin|Combat|2318|362
781|Defeat Obor|Defeat Obor in Edgeville Dungeon.|Misthalin|Combat|2318|363
785|Defeat Bryophyta|Defeat Bryophyta in Varrock Sewers.|Misthalin|Combat|2318|364
788|Equip a Dorgeshuun Crossbow|Equip a Dorgeshuun Crossbow.|Asgarnia|Combat|2318|365
798|Complete the Medium Lumbridge & Draynor Diary|Complete all of the medium tasks in the Lumbridge & Draynor Achievement Diary.|Misthalin|Achievement|2318|366
802|Equip Some Mithril Gloves|Equip a pair of Mithril Gloves.|Misthalin|Other|2318|367
804|Complete The Lost Tribe|Complete The Lost Tribe quest.|Asgarnia|Quest|2318|368
805|Travel to Fossil Island|Take the Museum Barge to Fossil Island.|Misthalin|Other|2318|369
806|Complete Death to the Dorgeshuun|Complete the Death to the Dorgeshuun quest.|Asgarnia|Quest|2318|370
808|Complete Demon Slayer|Complete the Demon Slayer quest.|Misthalin|Quest|2318|371
817|Use a Fairy Ring|Use any Fairy Ring.|Misthalin|Other|2318|372
818|Use a Digsite Pendant to Teleport to Fossil Island|Use a Digsite Pendant to teleport to Fossil Island.|Misthalin|Other|2318|373
820|Complete a Soul's Bane|Complete the A Soul's Bane quest.|Misthalin|Quest|2318|374
823|Cook a Rabbit in Tirannwn|Cook a Rabbit anywhere within Tirannwn.|Tirannwn|Skill|2318|375
826|Check a grown Papaya Tree in Lletya|Check the health of a Papaya Tree you've grown in Lletya.|Tirannwn|Skill|2318|376
830|Cross a Trap in Isafdar|Successfully cross any kind of trap in Isafdar.|Tirannwn|Skill|2318|377
834|Craft 50 Death Runes|Craft 50 Death Runes from Essence at the Death Altar.|Tirannwn|Skill|2318|378
836|Move Your House to Prifddinas|Move your Player Owned House to Prifddinas.|Tirannwn|Skill|2318|379
838|Defeat an Elf in Tirannwn|Defeat an Elf in Tirannwn.|Tirannwn|Combat|2318|380
873|Use the Bank in Lletya|Use the Bank in Lletya.|Tirannwn|Other|2318|381
874|Use an Elven Teleport Crystal|Use an Elven Teleport Crystal.|Tirannwn|Other|2318|382
881|Talk to Ilfeen in Tirannwn|Talk to Ilfeen in Tirannwn.|Tirannwn|Other|2318|383
886|Move Your House to Rellekka|Move your Player Owned House to Rellekka.|Fremennik Province|Skill|2318|384
947|Deposit an Item Using Peer the Seer|Deposit an item into your Bank using Peer the Seer.|Fremennik Province|Other|2318|385
952|Use the Bank on Jatizso|Use the Bank on Jatizso.|Fremennik Province|Other|2318|386
954|Use the Bank on Neitiznot|Use the Bank on Neitiznot.|Fremennik Province|Other|2318|387
891|Complete the Penguin Agility Course|Complete a lap of the Penguin Agility Course.|Fremennik Province|Skill|2318|388
894|Catch a Snowy Knight|Catch a Snowy Knight.|Fremennik Province|Skill|2318|389
896|Unlock Free Use of the Blast Furnace|Unlock free use of the Keldagrim Blast Furnace by speaking with the Foreman.|Fremennik Province|Minigame|2318|390
906|Defeat a Kurask in the Fremennik Province|Defeat a Kurask in the Fremennik Province.|Fremennik Province|Combat|2318|391
910|Equip a Granite Shield|Equip a Granite Shield.|Global|Combat|2318|392
915|Equip a Brine Sabre|Equip a Brine Sabre.|Fremennik Province|Combat|2318|393
918|Defeat a Dagannoth in the Fremennik Province|Defeat a Dagannoth in the Fremennik Province.|Fremennik Province|Combat|2318|394
923|Equip a Helm of Neitiznot|Equip a Helm of Neitiznot.|Fremennik Province|Combat|2318|395
926|Defeat a Turoth in the Fremennik Province|Defeat a Turoth in the Fremennik Province.|Fremennik Province|Combat|2318|396
931|Defeat a Jelly in the Fremennik Province|Defeat a Jelly in the Fremennik Province.|Fremennik Province|Combat|2318|397
936|Equip a Leaf-Bladed Sword|Equip a Leaf-Bladed Sword.|Global|Combat|2318|398
944|Complete the Medium Fremennik Diary|Complete all of the medium tasks in the Fremennik Achievement Diary.|Fremennik Province|Achievement|2318|399
948|Complete Throne of Miscellania|Complete the Throne of Miscellania quest.|Fremennik Province|Quest|2318|400
953|Complete Royal Trouble|Complete the Royal Trouble quest.|Fremennik Province|Quest|2318|401
955|Complete Olaf's Quest|Complete Olaf's Quest.|Fremennik Province|Quest|2318|402
956|Use the Bank on Lunar Isle|Use the Bank on Lunar Isle.|Fremennik Province|Other|2318|403
959|Buy a Snapdragon From Pirate Jackie the Fruit|Buy a Snapdragon From Pirate Jackie the Fruit in Brimhaven.|Karamja|Minigame|2318|404
965|Catch a Salmon on Karamja|Catch a Salmon on Karamja.|Karamja|Skill|2318|405
968|Craft 50 Nature Runes|Craft 50 Nature Runes from Essence at the Nature Altar.|Karamja|Skill|2318|406
993|Defeat a Steel Dragon on Karamja|Defeat a Steel Dragon on Karamja.|Karamja|Combat|2318|407
995|Complete the Medium Karamja Diary|Complete all of the medium tasks in the Karamja Achievement Diary.|Karamja|Achievement|2318|408
999|Enter the Tai Bwo Wannai Hardwood Grove|Enter the Hardwood Grove in Tai Bwo Wannai.|Karamja|Other|2318|409
1003|Equip a Matching Tribal Mask and Broodoo Shield|Equip a matching Tribal Mask and Broodoo Shield.|Karamja|Combat|2318|410
1005|Equip a Full Tai Bwo Wannai Villager Set|Equip a full set of Tai Bwo Wannai villager clothing.|Karamja|Other|2318|411
1007|Pickpocket a Knight of Ardougne 50 Times|Pickpocket a Knight of Ardougne 50 times.|Kandarin|Skill|2318|412
1010|Complete the Barbarian Outpost Agility Course|Complete a lap of the Barbarian Outpost Agility Course.|Kandarin|Skill|2318|413
1014|Trap a Spined Larupia in the Feldip Hills|Trap a Spined Larupia in the Feldip Hills.|Kandarin|Skill|2318|414
1016|Equip a Spottier Cape|Equip a Spottier Cape.|Kandarin|Skill|2318|415
1017|Catch a Red Salamander|Catch a Red Salamander outside the Ourania Altar.|Kandarin|Skill|2318|416
1018|Enter the Fishing Guild|Enter the Fishing Guild.|Kandarin|Skill|2318|417
1023|Fletch 50 Maple Longbow (u) in Kandarin|Fletch 50 Maple Longbow (u) in Kandarin.|Kandarin|Skill|2318|418
1024|Move Your House to Yanille|Move your Player Owned House to Yanille.|Kandarin|Skill|2318|419
1025|Check a grown Papaya Tree in the Gnome Stronghold|Check the health of a Papaya Tree you've grown in the Tree Gnome Stronghold.|Kandarin|Skill|2318|420
1027|Receive a Slayer Task From Nieve/Steve|Receive a Slayer Task from Nieve/Steve in the Tree Gnome Stronghold.|Kandarin|Combat|2318|421
1028|Defeat a Mithril Dragon|Defeat a Mithril Dragon in the Ancient Cavern.|Kandarin|Combat|2318|422
1032|Equip a Dragon Scimitar|Equip a Dragon Scimitar.|Kandarin|Combat|2318|423
1034|Set Up a Dwarf Cannon|Set Up a Dwarf Cannon.|Kandarin|Combat|2318|424
1037|Enter the Ranging Guild|Enter the Ranging Guild.|Kandarin|Combat|2318|425
1040|Enter the Wizards' Guild|Enter the Wizards' Guild in Yanille.|Kandarin|Combat|2318|426
1044|Defeat a Bloodveld in Kandarin|Defeat a Bloodveld in Kandarin.|Kandarin|Combat|2318|427
1047|Defeat a Fire Giant in Kandarin|Defeat a Fire Giant in Kandarin.|Kandarin|Combat|2318|428
1049|Use the Chivalry Prayer|Use the Chivalry prayer.|Kandarin|Combat|2318|429
1058|Equip an Iban's Staff (u)|Equip an Iban's Staff (u).|Kandarin|Other|2318|430
1061|Win a Game of Castle Wars|Win a game of Castle Wars.|Kandarin|Minigame|2318|431
1067|Complete Elemental Workshop II|Complete the Elemental Workshop II quest.|Kandarin|Quest|2318|432
1069|Complete the Observatory Quest|Complete the Observatory Quest.|Kandarin|Quest|2318|433
1071|Defeat the Penance Queen|Defeat the Penance Queen in Barbarian Assault.|Kandarin|Minigame|2318|434
1073|Equip an Ogre Forester Chompy Hat|Equip an Ogre Forester Chompy Hat.|Kandarin|Other|2318|435
1083|Complete the Medium Kandarin Diary|Complete all of the medium tasks in the Kandarin Achievement Diary.|Kandarin|Achievement|2318|436
1087|Complete the Medium Western Provinces Diary|Complete all of the medium tasks in the Western Provinces Achievement Diary.|Global|Achievement|2318|437
1091|Complete the Falador Agility Course|Complete a lap of the Falador Rooftop Agility Course.|Asgarnia|Skill|2318|438
1094|Obtain 20 Golden Nuggets|Obtain 20 Golden Nuggets from the Motherlode Mine beneath Falador.|Asgarnia|Skill|2318|439
1096|Enter the Crafting Guild|Enter the Crafting Guild.|Asgarnia|Skill|2318|440
1098|Craft a Body Rune|Craft a Body Rune from Essence at the Body Altar.|Asgarnia|Skill|2318|441
1102|Harvest Any Herb at the Troll Stronghold|Harvest any herb you've grown at the Troll Stronghold.|Asgarnia|Skill|2318|442
1105|Defeat the Giant Mole|Defeat the Giant Mole beneath Falador.|Asgarnia|Combat|2318|443
1110|Defeat a Skeletal Wyvern|Defeat a Skeletal Wyvern in the Asgarnian Ice Dungeon.|Asgarnia|Combat|2318|444
1115|Equip Some Granite Legs|Equip some Granite Legs.|Asgarnia|Combat|2318|445
1127|Charge an Amulet of Glory in the Heroes' Guild|Charge an Amulet of Glory at the Fountain of Heroes in the Heroes' Guild.|Asgarnia|Combat|2318|446
1129|Defeat 30 Black Dragons in Asgarnia|Defeat 30 Black Dragons in Asgarnia.|Asgarnia|Combat|2318|447
1139|Complete the Medium Falador Diary|Complete all of the medium tasks in the Falador Achievement Diary.|Asgarnia|Achievement|2318|448
1142|Complete A Porcine of Interest|Complete the A Porcine of Interest quest.|Asgarnia|Quest|2318|449
1147|Enter the Warriors' Guild|Enter the Warriors' Guild.|Asgarnia|Other|2318|450
1148|Defeat Some Animated Rune Armour|Defeat Some Animated Rune Armour in the Warriors' Guild.|Asgarnia|Other|2318|451
1151|Complete a Game of Intermediate Pest Control|Complete a game of Intermediate Pest Control.|Asgarnia|Minigame|2318|452
1153|Open the Crystal Chest|Open the Crystal Chest in Taverley.|Asgarnia|Other|2318|453
1156|Complete Room 3 of Pyramid Plunder|Search the Golden Chest in Room 3 of Pyramid Plunder in Sophanem.|Kharidian Desert|Minigame|2318|454
1157|Complete Room 4 of Pyramid Plunder|Search the Golden Chest in Room 4 of Pyramid Plunder in Sophanem.|Kharidian Desert|Minigame|2318|455
1158|Complete Room 5 of Pyramid Plunder|Search the Golden Chest in Room 5 of Pyramid Plunder in Sophanem.|Kharidian Desert|Minigame|2318|456
1166|Pick a Spring Sq'irk|Pick a Spring Sq'irk in the Sorceress's Garden.|Kharidian Desert|Minigame|2318|457
1167|Pick a Autumn Sq'irk|Pick a Autumn Sq'irk in the Sorceress's Garden.|Kharidian Desert|Minigame|2318|458
1170|Turn in 10 Spring Sq'irkjuices to Osman|Turn in 10 Spring Sq'irkjuices to Osman in Al Kharid in one go.|Kharidian Desert|Minigame|2318|459
1173|Pickpocket a Bandit in the Bandit Camp|Pickpocket a Bandit in the Kharidian Desert's Bandit Camp.|Kharidian Desert|Skill|2318|460
1176|Turn in a Pyramid Top to Simon Templeton|Turn in a Pyramid Top to Simon Templeton at the Agility Pyramid.|Kharidian Desert|Skill|2318|461
1178|Craft a Lava Rune at the Fire Altar|Craft a Lava Rune at the Fire Altar.|Kharidian Desert|Skill|2318|462
1182|Catch 30 Orange Salamanders|Catch 30 Orange Salamanders at Uzer.|Kharidian Desert|Skill|2318|463
1183|Mine 30 Chunks of Granite|Mine 30 chunks of Granite at the Kharidian Desert Quarry.|Kharidian Desert|Skill|2318|464
1185|Defeat a Scarab Mage|Defeat a Scarab Mage in the Sophanem Dungeon.|Kharidian Desert|Combat|2318|465
1188|Defeat a Kalphite Guardian|Defeat a Kalphite Guardian in the Kharidian Desert.|Kharidian Desert|Combat|2318|466
1191|Cast Ice Rush|Cast the Ice Rush spell.|Kharidian Desert|Combat|2318|467
1202|Complete the Medium Desert Diary|Complete all of the medium tasks in the Desert Achievement Diary.|Kharidian Desert|Achievement|2318|468
1206|Cast Bones to Peaches|Cast the Bones to Peaches spell.|Kharidian Desert|Skill|2318|469
1210|Complete Spirits of the Elid|Complete the Spirits of the Elid quest.|Kharidian Desert|Quest|2318|470
1214|Pray at the Elidinis Statuette|Pray at the Elidinis Statuette in Nardah.|Kharidian Desert|Other|2318|471
1218|Enter Sophanem|Enter Sophanem.|Kharidian Desert|Other|2318|472
1220|Complete Shadow of the Storm|Complete the Shadow of the Storm quest.|Kharidian Desert|Quest|2318|473
1232|Complete the Canifis Agility Course|Complete a lap of the Canifis Rooftop Agility Course.|Morytania|Skill|2318|474
1233|Complete the Werewolf Agility Course|Complete a lap of the Werewolf Agility Course.|Morytania|Skill|2318|475
1295|Visit Harmony Island|Visit Harmony Island.|Morytania|Other|2318|476
1297|Visit Mos Le'Harmless|Visit Mos Le'Harmless.|Morytania|Other|2318|477
1236|Catch a Swamp Lizard in Morytania|Catch a Swamp Lizard in Morytania.|Morytania|Skill|2318|478
1241|Assemble a Slayer Helm|Assemble a Slayer Helm.|Morytania|Combat|2318|479
1245|Defeat a Fiyr Shade|Defeat a Fiyr Shade.|Morytania|Combat|2318|480
1249|Defeat a Vyrewatch Sentinel|Defeat a Vyrewatch Sentinel in Darkmeyer.|Morytania|Combat|2318|481
1253|Equip a Piece of any Barrows Armour Set|Equip any piece of any Barrows armour set.|Morytania|Combat|2318|482
1256|Loot a Barrows Chest|Loot a Barrows Chest once.|Morytania|Combat|2318|483
1281|Complete the Medium Morytania Diary|Complete all of the medium tasks in the Morytania Achievement Diary.|Morytania|Achievement|2318|484
1285|Complete a Medium Temple Trek|Complete a medium Temple Trek.|Morytania|Minigame|2318|485
1288|Complete Haunted Mine|Complete the Haunted Mine quest.|Morytania|Quest|2318|486
1292|Complete A Taste of Hope|Complete the A Taste of Hope quest.|Morytania|Quest|2318|487
1294|Achieve 100% Shades of Mort'Ton Sanctity|Achieve 100% Sanctity during the Shades of Mort'ton minigame.|Morytania|Minigame|2318|488
1296|Equip a Salve Amulet (e)|Equip a Salve Amulet (e).|Morytania|Other|2318|489
1299|Sacrifice Some Dragon Bones at the Chaos Temple|Sacrifice some Dragon Bones at the Western Chaos Temple altar.|Wilderness|Skill|2318|490
1300|Bury Some Lava Dragon Bones|Bury some Lava Dragon Bones.|Wilderness|Skill|2318|491
1304|Complete the Wilderness Agility Course|Complete a lap of the Wilderness Agility Course.|Wilderness|Skill|2318|492
1305|Catch a Black Salamander|Catch a Black Salamander in the Wilderness.|Wilderness|Skill|2318|493
1312|Fill a Large Pouch|Fill a Large Pouch with Essence.|Global|Skill|2318|494
1316|Defeat the Crazy Archaeologist|Defeat the Crazy Archaeologist in the Wilderness.|Wilderness|Combat|2318|495
1320|Defeat Scorpia|Defeat Scorpia in the Wilderness.|Wilderness|Combat|2318|496
1324|Defeat the Chaos Fanatic|Defeat the Chaos Fanatic in the Wilderness.|Wilderness|Combat|2318|497
1328|Defeat the Chaos Elemental|Defeat the Chaos Elemental in the Wilderness.|Wilderness|Combat|2318|498
1330|Equip a Fedora|Equip a Fedora.|Wilderness|Combat|2318|499
1340|Obtain an Ecumenical Key|Obtain an Ecumenical Key as a drop in the Wilderness God Wars Dungeon.|Wilderness|Combat|2318|500
1341|Equip a Lava Battlestaff|Equip a Lava Battlestaff.|Global|Combat|2318|501
1343|Equip a Bracelet of Ethereum|Equip a Bracelet of Ethereum.|Wilderness|Combat|2318|502
1351|Equip a God Cape|Equip either a Saradomin Cape, a Guthix Cape or a Zamorak Cape.|Wilderness|Combat|2318|503
1353|Cast Saradomin Strike|Cast the Saradomin Strike spell outside of the Mage Arena.|Wilderness|Combat|2318|504
1354|Cast Claws of Guthix|Cast the Claws of Guthix spell outside of the Mage Arena.|Wilderness|Combat|2318|505
1355|Cast Flames of Zamorak|Cast the Flames of Zamorak spell outside of the Mage Arena.|Wilderness|Combat|2318|506
1357|Complete the Medium Wilderness Diary|Complete all of the medium tasks in the Wilderness Achievement Diary.|Wilderness|Achievement|2318|507
1362|Open a Looting Bag|Open a Looting Bag.|Wilderness|Other|2318|508
1366|Enter the Deep Wilderness Dungeon|Enter the Deep Wilderness Dungeon.|Wilderness|Other|2318|509
1369|Open One of Larran's Chests|Open either Larran's Small Chest or Larran's Big Chest.|Wilderness|Other|2318|510
1373|Move Your House to Pollnivneach|Move your Player Owned House to Pollnivneach.|Kharidian Desert|Skill|2318|511
1374|Defeat a Crocodile|Defeat a Crocodile in the Kharidian Desert.|Kharidian Desert|Combat|2318|512
1376|Make a Combat Potion|Make a Combat Potion.|Kharidian Desert|Skill|2318|513
1378|Complete the Medium Varrock Diary|Complete all of the medium tasks in the Varrock Achievement Diary.|Misthalin|Achievement|2318|514
1384|Complete the Medium Ardougne Diary|Complete all of the medium tasks in the Ardougne Achievement Diary.|Kandarin|Achievement|2318|515
1409|Craft a Chaos Rune using a Chaos Core|Craft a Chaos Rune using a Chaos Core.|Asgarnia|Skill|2318|516
1424|1 Tempoross Kill|Help the Spirit Anglers subdue the Tempoross.|Kharidian Desert|Skill|2318|517
1425|25 Tempoross Kills|Help the Spirit Anglers subdue the Tempoross 25 times.|Kharidian Desert|Skill|2318|518
1426|50 Tempoross Kills|Help the Spirit Anglers subdue the Tempoross 50 times.|Kharidian Desert|Skill|2318|519
1427|75 Tempoross Kills|Help the Spirit Anglers subdue the Tempoross 75 times.|Kharidian Desert|Skill|2318|520
1437|10 Easy Combat Achievements|Complete 10 Easy Combat Achievements.|Global|Achievement|2318|521
1438|20 Easy Combat Achievements|Complete 20 Easy Combat Achievements.|Global|Achievement|2318|522
1440|1 Medium Combat Achievement|Complete a Medium Combat Achievement.|Global|Achievement|2318|523
1441|10 Medium Combat Achievements|Complete 10 Medium Combat Achievements.|Global|Achievement|2318|524
1442|20 Medium Combat Achievements|Complete 20 Medium Combat Achievements.|Global|Achievement|2318|525
1474|Cast Resurrect Superior Ghost|Resurrect a ghost by using the Resurrect Superior Ghost spell.|Kourend & Kebos|Skill|2318|526
1475|Inferior Demonbane Demon Kill|Kill a demon using the Inferior Demonbane spell.|Kourend & Kebos|Skill|2318|527
1479|Open a Black Chest|Open a Black Chest from Shades of Mort'ton.|Morytania|Minigame|2318|528
1481|Win a Game of Soul Wars|Win a game of Soul Wars.|Misthalin|Minigame|2318|529
1482|Purchase an Ectoplasmator|Purchase an Ectoplasmator from Nomad on the Isle of Souls.|Misthalin|Minigame|2318|530
1486|Purchase a Celestial ring|Purchase a Celestial ring from Dusuri's Star Shop.|Asgarnia|Other|2318|531
